[15:49:40] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 37.1.1, --fml.mcVersion, 1.17.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20210706.113038, nogui]
[15:49:40] [main/INFO]: ModLauncher 9.0.7+91+master.8569cdf starting: java version 17.0.14 by Ubuntu
[15:49:40] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.4 Source=union:/workspaces/server-factory/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.4/mixin-0.8.4.jar%2319! Service=ModLauncher Env=SERVER
[15:49:40] [main/INFO]: Found mod file alexsmobs-1.14.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file BiomesOPlenty-1.17.1-14.0.0.43-universal.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file citadel-1.9.5-1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file collective-1.17.1-4.25.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file controllable-0.15.0-1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file CreativeCore_v2.3.0_mc1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file dungeons_enhanced-1.17.1-2.0.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file elevatorid-1.17.1-1.8.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file EpicFight-17.1.13-beta.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file ExtraGems-1.17-(v.2.0.5).jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file goblintraders-1.6.3-1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file gravestone-1.17.1-1.0.4.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file Jade-1.17.1-3.3.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file mcw-bridges-2.0.3-mc1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file mcw-roofs-2.1.1-mc1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file musketmod-1.17.1-forge-1.4.3.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file Paraglider-1.17.1-1.4.0.5.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file PlayerRevive_v2.0.0-pre04_mc1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file reap-1.17.1-1.0.0.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file stackrefill_1.17.1-2.0.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file structure_gel-1.17.1-2.0.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file TravelersBackpack-1.17.1-6.0.43.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file XaerosWorldMap_1.37.8_Forge_1.17.1.jar of type MOD with locator {mods folder locator at /workspaces/server-factory/servidor_minecraft/mods}
[15:49:40] [main/INFO]: Found mod file fmlcore-1.17.1-37.1.1.jar of type LIBRARY with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6aecbb8d
[15:49:40] [main/INFO]: Found mod file javafmllanguage-1.17.1-37.1.1.jar of type LANGPROVIDER with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6aecbb8d
[15:49:40] [main/INFO]: Found mod file mclanguage-1.17.1-37.1.1.jar of type LANGPROVIDER with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6aecbb8d
[15:49:40] [main/INFO]: Found mod file server-1.17.1-20210706.113038-srg.jar of type MOD with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6aecbb8d
[15:49:40] [main/INFO]: Found mod file forge-1.17.1-37.1.1-universal.jar of type MOD with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@6aecbb8d
[15:49:42] [main/INFO]: Successfully loaded Mixin Connector [tictim.paraglider.MixinConnector]
[15:49:42] [main/INFO]: Launching target 'forgeserver' with arguments [nogui]
[15:49:45] [main/WARN]: @Final field f_31427_:[I in epicfight.mixins.json:MixinWitherBoss should be final
[15:49:45] [main/WARN]: @Final field f_31428_:[I in epicfight.mixins.json:MixinWitherBoss should be final
[15:49:49] [modloading-worker-0/INFO]: Configuration has been loaded
[15:49:49] [modloading-worker-0/INFO]: Forge mod loading, version 37.1.1, for MC 1.17.1 with MCP 20210706.113038
[15:49:49] [modloading-worker-0/INFO]: MinecraftForge v37.1.1 Initialized
[15:49:49] [modloading-worker-0/INFO]: Load Configuration File
[15:49:49] [modloading-worker-0/INFO]: Load Configuration File
[15:49:53] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `milk`, expected `forge`. This could be a intended override, but in most cases indicates a broken mod.
[15:49:53] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `flowing_milk`, expected `forge`. This could be a intended override, but in most cases indicates a broken mod.
[15:49:54] [main/INFO]: Dungeons Enhanced structures loaded
[15:49:54] [main/WARN]: Configuration file /workspaces/server-factory/servidor_minecraft/config/goblintraders-common.toml is not correct. Correcting
[15:49:54] [main/WARN]: Incorrect key common was corrected from null to its default, SimpleCommentedConfig:{}. 
[15:49:54] [main/WARN]: Incorrect key general.leafcutterAntBreakLeavesChance was corrected from null to its default, 0.2. 
[15:49:54] [main/WARN]: Incorrect key general.falconryTeleportsBack was corrected from null to its default, false. 
[15:49:54] [main/WARN]: Incorrect key general.fireproofTarantulaHawk was corrected from null to its default, false. 
[15:49:54] [main/WARN]: Incorrect key general.voidWormSpawnDimensions was corrected from null to its default, [minecraft:the_end]. 
[15:49:54] [main/WARN]: Incorrect key general.voidWormDamageModifier was corrected from null to its default, 1.0. 
[15:49:54] [main/WARN]: Incorrect key general.voidWormMaxHealth was corrected from null to its default, 160.0. 
[15:49:54] [main/WARN]: Incorrect key general.voidWormSummonable was corrected from null to its default, true. 
[15:49:54] [main/WARN]: Incorrect key general.seagullStealing was corrected from null to its default, true. 
[15:49:54] [main/WARN]: Incorrect key general.seagullStealingBlacklist was corrected from null to its default, []. 
[15:49:54] [main/WARN]: Incorrect key general.clingingFlipEffect was corrected from null to its default, false. 
[15:49:54] [main/WARN]: Incorrect key general.tusklinShoesBarteringChance was corrected from null to its default, 0.02500000037252903. 
[15:49:54] [main/WARN]: Incorrect key general.spawning was corrected from null to its default, SimpleCommentedConfig:{}. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.grizzlyBearSpawnWeight was corrected from null to its default, 8. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.grizzlyBearSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.roadrunnerSpawnWeight was corrected from null to its default, 9. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.roadrunnerSpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.boneSerpentSpawnWeight was corrected from null to its default, 8. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.boneSeprentSpawnRolls was corrected from null to its default, 40. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.gazelleSpawnWeight was corrected from null to its default, 40. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.gazelleSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.crocodileSpawnWeight was corrected from null to its default, 40. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.crocSpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.flySpawnWeight was corrected from null to its default, 3. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.flySpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.hummingbirdSpawnWeight was corrected from null to its default, 39. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.hummingbirdSpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.orcaSpawnWeight was corrected from null to its default, 2. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.orcaSpawnRolls was corrected from null to its default, 6. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.sunbirdSpawnWeight was corrected from null to its default, 2. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.sunbirdSpawnRolls was corrected from null to its default, 15. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.gorillaSpawnWeight was corrected from null to its default, 50. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.gorillaSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.crimsonMosquitoSpawnWeight was corrected from null to its default, 15. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.crimsonMosquitoSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.rattlesnakeSpawnWeight was corrected from null to its default, 12. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.rattlesnakeSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.endergradeSpawnWeight was corrected from null to its default, 10. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.endergradeSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.hammerheadSharkSpawnWeight was corrected from null to its default, 8. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.hammerheadSharkSpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.lobsterSpawnWeight was corrected from null to its default, 7. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.lobsterSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.komodoDragonSpawnWeight was corrected from null to its default, 4. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.komodoDragonSpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.capuchinMonkeySpawnWeight was corrected from null to its default, 55. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.capuchinMonkeySpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.caveCentipedeSpawnWeight was corrected from null to its default, 8. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.caveCentipedeSpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.warpedToadSpawnWeight was corrected from null to its default, 80. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.warpedToadSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.mooseSpawnWeight was corrected from null to its default, 9. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.mooseSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.mimicubeSpawnWeight was corrected from null to its default, 40. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.mimicubeSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.raccoonSpawnWeight was corrected from null to its default, 10. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.raccoonSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.blobfishSpawnWeight was corrected from null to its default, 30. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.blobfishSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.sealSpawnWeight was corrected from null to its default, 30. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.sealSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.cockroachSpawnWeight was corrected from null to its default, 4. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.cockroachSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.shoebillSpawnWeight was corrected from null to its default, 10. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.shoebillSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.elephantSpawnWeight was corrected from null to its default, 30. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.elephantSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.soulVultureSpawnWeight was corrected from null to its default, 30. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.soulVultureSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.snowLeopardSpawnWeight was corrected from null to its default, 20. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.snowLeopardSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.spectreSpawnWeight was corrected from null to its default, 10. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.spectreSpawnRolls was corrected from null to its default, 5. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.crowSpawnWeight was corrected from null to its default, 10. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.crowSpawnRolls was corrected from null to its default, 0. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.alligatorSnappingTurtleSpawnWeight was corrected from null to its default, 20. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.alligatorSnappingTurtleSpawnRolls was corrected from null to its default, 1. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.mungusSpawnWeight was corrected from null to its default, 4. 
[15:49:54] [main/WARN]: Incorrect key general.spawning.mungusSpawnRolls was corrected from null to its default, 1. 
